contrato,bloqueio
1.333485371,NO DUNING
1.333226511,NO DUNING
1.315595083,NO DUNING
1.332267295,NO DUNING
1.332137981,NO DUNING
1.336051814,NO DUNING
1.329288721,NO DUNING
1.324670879,NO DUNING
1.331175827,NO DUNING
1.334932331,NO DUNING
1.331260602,NO DUNING
1.331473870,NO DUNING
1.328997413,NO DUNING
1.332144498,NO DUNING
1.334499682,NO DUNING
1.332644848,NO DUNING
1.333051604,NO DUNING
1.331698310,NO DUNING
1.336537252,NO DUNING
1.332586456,NO DUNING
1.314894207,NO DUNING
1.336208045,NO DUNING
1.335415721,NO DUNING
1.334444161,NO DUNING
1.330085392,NO DUNING
1.330980006,NO DUNING
1.326999175,NO DUNING
1.336440035,NO DUNING
1.333325420,NO DUNING
1.336000979,NO DUNING
1.326143452,NO DUNING
1.58201624,NO DUNING
1.331767368,NO DUNING
1.333488261,NO DUNING
1.330395057,NO DUNING
1.336680502,NO DUNING
1.332983905,NO DUNING
1.337663657,NO DUNING
1.335623022,NO DUNING
1.314552877,NO DUNING
1.335855302,NO DUNING
1.330123194,NO DUNING
1.330380958,NO DUNING
1.332061377,NO DUNING
1.330976706,NO DUNING
1.329840751,NO DUNING
1.315692946,NO DUNING
1.331080138,NO DUNING
1.315774020,NO DUNING
1.335104707,NO DUNING
1.332983358,NO DUNING
1.332043592,NO DUNING
1.332802145,NO DUNING
1.331275476,NO DUNING
1.338164791,NO DUNING
1.334117411,NO DUNING
1.330932704,NO DUNING
1.330748666,NO DUNING
1.326575315,NO DUNING
1.322881029,NO DUNING
1.332569792,NO DUNING
1.336934441,NO DUNING
1.337622306,NO DUNING
1.337116608,NO DUNING
1.335878308,NO DUNING
1.332743384,NO DUNING
1.327097181,NO DUNING
1.336124757,NO DUNING
1.333286535,NO DUNING
1.314086591,NO DUNING
1.330039269,NO DUNING
1.334655814,NO DUNING
1.333224249,NO DUNING
1.332612787,NO DUNING
1.333342337,NO DUNING
1.318425762,NO DUNING
1.336092685,NO DUNING
1.334672942,NO DUNING
1.330522881,NO DUNING
1.336055632,NO DUNING
1.336057814,NO DUNING
1.331757665,NO DUNING
1.322914923,NO DUNING
1.336522906,NO DUNING
1.333325168,NO DUNING
1.327100503,NO DUNING
1.336323307,NO DUNING
1.338691662,NO DUNING
1.330072604,NO DUNING
1.323032859,NO DUNING
1.334495048,NO DUNING
1.329629197,NO DUNING
1.330541513,NO DUNING
1.338149012,NO DUNING
1.336167239,NO DUNING
1.335149720,NO DUNING
1.334480782,NO DUNING
1.337904964,NO DUNING
1.330828754,NO DUNING
1.318149922,NO DUNING
1.337227553,NO DUNING
1.337829969,NO DUNING
1.326825645,NO DUNING
1.335212908,NO DUNING
1.335294424,NO DUNING
1.329175351,NO DUNING
1.330818022,NO DUNING
1.333591233,NO DUNING
1.338487308,NO DUNING
1.331769540,NO DUNING
1.337429389,NO DUNING
1.329690150,NO DUNING
1.264434752,NO DUNING
1.332977368,NO DUNING
1.330967597,NO DUNING
1.330661771,NO DUNING
1.321558856,NO DUNING
1.72395872,NO DUNING
1.332028025,NO DUNING
1.329810468,NO DUNING
1.336313371,NO DUNING
1.335783488,NO DUNING
1.329140113,NO DUNING
1.327149877,NO DUNING
1.334880928,NO DUNING
1.335166696,NO DUNING
1.329008145,NO DUNING
1.331174483,NO DUNING
1.332173063,NO DUNING
1.330265004,NO DUNING
7.205099410,NO DUNING
1.330613332,NO DUNING
1.328148001,NO DUNING
1.329706969,NO DUNING
1.331935979,NO DUNING
1.336082908,NO DUNING
1.329819647,NO DUNING
1.333314991,NO DUNING
1.73486031,NO DUNING
1.331116103,NO DUNING
1.318709215,NO DUNING
1.333714072,NO DUNING
1.331042401,NO DUNING
1.329998686,NO DUNING
1.330775441,NO DUNING
1.334940922,NO DUNING
1.334756599,NO DUNING
1.330077992,NO DUNING
1.319090334,NO DUNING
1.331138941,NO DUNING
1.332722115,NO DUNING
1.314697331,NO DUNING
1.331009637,NO DUNING
1.320903709,NO DUNING
1.335707896,NO DUNING
1.332394016,NO DUNING
1.337943267,NO DUNING
1.337859291,NO DUNING
1.339487760,NO DUNING
1.336170700,NO DUNING
1.335540946,NO DUNING
1.330969020,NO DUNING
1.314541560,NO DUNING
1.329986817,NO DUNING
1.334854334,NO DUNING
1.330511195,NO DUNING
1.326086178,NO DUNING
1.326309423,NO DUNING
1.337592568,NO DUNING
1.334631789,NO DUNING
1.334416387,NO DUNING
1.333511576,NO DUNING
7.2073669,NO DUNING
1.339544260,NO DUNING
1.337023829,NO DUNING
1.77664307,NO DUNING
1.332403641,NO DUNING
1.331529110,NO DUNING
1.336398527,NO DUNING
1.335052061,NO DUNING
1.333245227,NO DUNING
1.335159755,NO DUNING
1.336939230,NO DUNING
1.334051896,NO DUNING
1.340959001,NO DUNING
1.339752042,NO DUNING
1.336624357,NO DUNING
1.330793059,NO DUNING
1.325687310,NO DUNING
1.330369989,NO DUNING
1.338310003,NO DUNING
7.2059218,NO DUNING
1.330022675,NO DUNING
1.336748440,NO DUNING
1.336460120,NO DUNING
1.337032056,NO DUNING
1.336361608,NO DUNING
1.329283135,NO DUNING
1.329973289,NO DUNING
7.202971510,NO DUNING
1.330306188,NO DUNING
1.330437695,NO DUNING
1.330477748,NO DUNING
1.56584056,NO DUNING
1.338893022,NO DUNING
1.334897310,NO DUNING
1.336621271,NO DUNING
1.336621060,NO DUNING
7.1895896,NO DUNING
1.331235747,NO DUNING
1.334830219,NO DUNING
1.331107613,NO DUNING
1.329586309,NO DUNING
1.337230916,NO DUNING
1.332943311,NO DUNING
1.332467702,NO DUNING
1.331967127,NO DUNING
1.332112912,NO DUNING
1.329880241,NO DUNING
1.31129185,NO DUNING
1.333182367,NO DUNING
1.334979662,NO DUNING
1.332653827,NO DUNING
1.335210575,NO DUNING
1.335739067,NO DUNING
1.334886080,NO DUNING
1.330791059,NO DUNING
1.335155492,NO DUNING
1.332008120,NO DUNING
1.331595183,NO DUNING
1.334409999,NO DUNING
1.337858047,NO DUNING
1.339976270,NO DUNING
1.338438815,NO DUNING
1.339381643,NO DUNING
1.84481644,NO DUNING
1.329951543,NO DUNING
1.332823861,NO DUNING
1.318588462,NO DUNING
1.335942969,NO DUNING
1.336895907,NO DUNING
1.335554110,NO DUNING
1.332535003,NO DUNING
1.332440322,NO DUNING
1.331733209,NO DUNING
1.330725705,NO DUNING
1.328659721,NO DUNING
1.319593090,NO DUNING
1.335795267,NO DUNING
1.329845746,NO DUNING
1.322587239,NO DUNING
7.204601710,NO DUNING
1.334093457,NO DUNING
1.338099763,NO DUNING
1.325814914,NO DUNING
1.337575989,NO DUNING
1.334056049,NO DUNING
1.317702042,NO DUNING
1.333707390,NO DUNING
1.331658065,NO DUNING
1.334488494,NO DUNING
1.322100446,NO DUNING
1.330939678,NO DUNING
1.332423531,NO DUNING
1.335585122,NO DUNING
1.335883873,NO DUNING
1.332220926,NO DUNING
1.341464686,NO DUNING
1.334498396,NO DUNING
1.325526593,NO DUNING
1.337620766,NO DUNING
1.337170542,NO DUNING
1.337331955,NO DUNING
1.333713966,NO DUNING
1.313072976,NO DUNING
1.337599101,NO DUNING
1.325875137,NO DUNING
1.333786166,NO DUNING
7.1729438,NO DUNING
1.335598956,NO DUNING
1.336298463,NO DUNING
1.330929132,NO DUNING
1.339268220,NO DUNING
1.330970083,NO DUNING
7.200777810,NO DUNING
1.329788804,NO DUNING
1.337621306,NO DUNING
7.2004693,NO DUNING
1.337979587,NO DUNING
1.337928645,NO DUNING
1.320857966,NO DUNING
1.331111925,NO DUNING
1.337463364,NO DUNING
1.333486226,NO DUNING
1.337493434,NO DUNING
1.333848431,NO DUNING
1.332066407,NO DUNING
1.332067651,NO DUNING
1.332066028,NO DUNING
1.329756094,NO DUNING
1.334881729,NO DUNING
1.334078258,NO DUNING
1.334615140,NO DUNING
1.332590749,NO DUNING
1.332362473,NO DUNING
1.329452396,NO DUNING
1.336927103,NO DUNING
1.332306160,NO DUNING
1.331107374,NO DUNING
1.332033906,NO DUNING
1.330282739,NO DUNING
1.333461168,NO DUNING
1.330267205,NO DUNING
1.332522298,NO DUNING
1.329615751,NO DUNING
1.323660280,NO DUNING
1.323659043,NO DUNING
1.323009514,NO DUNING
1.333827149,NO DUNING
1.328483432,NO DUNING
1.328472440,NO DUNING
1.334153350,NO DUNING
1.337354247,NO DUNING
1.335269272,NO DUNING
1.335014535,NO DUNING
1.334033583,NO DUNING
1.333250650,NO DUNING
1.336837131,NO DUNING
1.337190121,NO DUNING
1.334211516,NO DUNING
1.332028244,NO DUNING
1.88481156,NO DUNING
1.338920894,NO DUNING
1.326706531,NO DUNING
1.335872473,NO DUNING
1.328630034,NO DUNING
1.330155696,NO DUNING
1.329938050,NO DUNING
1.331578474,NO DUNING
1.334920727,NO DUNING
1.333659752,NO DUNING
1.329623089,NO DUNING
1.323475874,NO DUNING
1.335330181,NO DUNING
1.338525701,NO DUNING
1.329602347,NO DUNING
1.335879197,NO DUNING
1.337242859,NO DUNING
1.332090796,NO DUNING
1.327205918,NO DUNING
1.322764108,NO DUNING
1.330482095,NO DUNING
1.296371124,NO DUNING
1.321058260,NO DUNING
1.336825268,NO DUNING
1.335630571,NO DUNING
1.336677961,NO DUNING
1.335865228,NO DUNING
1.335865019,NO DUNING
1.335697272,NO DUNING
1.334632855,NO DUNING
1.334388549,NO DUNING
1.263419012,NO DUNING
1.331555366,NO DUNING
1.316602005,NO DUNING
1.329247512,NO DUNING
1.326510632,NO DUNING
1.336002090,NO DUNING
1.330175543,NO DUNING
1.334088982,NO DUNING
1.330032011,NO DUNING
1.331881655,NO DUNING
1.333513326,NO DUNING
1.82403210,NO DUNING
1.333366073,NO DUNING
1.331225379,NO DUNING
1.320485780,NO DUNING
1.341514390,NO DUNING
1.330315809,NO DUNING
1.331238870,NO DUNING
1.331515622,NO DUNING
1.34515033,NO DUNING
1.330339851,NO DUNING
1.336404062,NO DUNING
1.330652977,NO DUNING
1.330988706,NO DUNING
1.341019152,NO DUNING
1.333858543,NO DUNING
1.315695195,NO DUNING
1.329851393,NO DUNING
1.331961383,NO DUNING
1.333341646,NO DUNING
1.327529100,NO DUNING
1.338553268,NO DUNING
1.330811462,NO DUNING
1.333831146,NO DUNING
1.332263803,NO DUNING
1.330833999,NO DUNING
1.335430265,NO DUNING
1.334369447,NO DUNING
1.333718692,NO DUNING
1.329943640,NO DUNING
1.337658883,NO DUNING
1.328692771,NO DUNING
1.331460096,NO DUNING
1.331963422,NO DUNING
1.334748361,NO DUNING
1.334402511,NO DUNING
7.2068377,NO DUNING
7.2088102,NO DUNING
7.2090702,NO DUNING
7.2021282,NO DUNING
1.330899014,NO DUNING
1.330063155,NO DUNING
1.333072095,NO DUNING
1.331661360,NO DUNING
1.330094878,NO DUNING
1.330358506,NO DUNING
1.331082861,NO DUNING
1.330327682,NO DUNING
1.261364163,NO DUNING
1.322818968,NO DUNING
1.335211456,NO DUNING
1.333920797,NO DUNING
1.327601495,NO DUNING
1.337101528,NO DUNING
1.335615834,NO DUNING
1.334095011,NO DUNING
1.334094760,NO DUNING
1.329148930,NO DUNING
1.330380285,NO DUNING
1.329433255,NO DUNING
7.2013890,NO DUNING
1.330667210,NO DUNING
7.2082516,NO DUNING
1.334449076,NO DUNING
7.202411310,NO DUNING
7.1984284,NO DUNING
7.2096837,NO DUNING
7.2093933,NO DUNING
7.193583410,NO DUNING
7.2044267,NO DUNING
1.327912403,NO DUNING
1.326331696,NO DUNING
1.334593694,NO DUNING
1.313478701,NO DUNING
1.328656445,NO DUNING
1.331766202,NO DUNING
1.327723227,NO DUNING
1.336323835,NO DUNING
1.336595974,NO DUNING
1.336155259,NO DUNING
1.338964755,NO DUNING
1.333025426,NO DUNING
1.340229055,NO DUNING
1.195332710,NO DUNING
7.1851481,NO DUNING
7.1938139,NO DUNING
1.2058700,NO DUNING
7.2111974,NO DUNING
1.334649710,NO DUNING
7.182920110,NO DUNING
1.326570053,NO DUNING
1.333583558,NO DUNING
7.2014316,NO DUNING
7.1909091,NO DUNING
7.2050902,NO DUNING
7.2099383,NO DUNING
6.619283,NO DUNING
7.2036741,NO DUNING
7.206032410,NO DUNING
7.2061763,NO DUNING
1.328224835,NO DUNING
1.332433167,NO DUNING
1.330996785,NO DUNING
1.334095399,NO DUNING
1.330327197,NO DUNING
1.336980390,NO DUNING
1.328990384,NO DUNING
1.331624124,NO DUNING
1.333488162,NO DUNING
1.339101905,NO DUNING
1.303498559,NO DUNING
1.335544719,NO DUNING
7.1970099,NO DUNING
1.332011885,NO DUNING
1.334946917,NO DUNING
1.334336477,NO DUNING
1.335739504,NO DUNING
1.333417869,NO DUNING
1.334623578,NO DUNING
1.338388046,NO DUNING
1.331105418,NO DUNING
1.338278758,NO DUNING
1.331925989,NO DUNING
1.334590906,NO DUNING
1.321332196,NO DUNING
1.330502979,NO DUNING
1.330904071,NO DUNING
1.339604677,NO DUNING
1.328079883,NO DUNING
1.333414121,NO DUNING
1.316533460,NO DUNING
1.295832727,NO DUNING
1.334946841,NO DUNING
1.339374388,NO DUNING
1.338674073,NO DUNING
1.330268555,NO DUNING
1.336215848,NO DUNING
1.326681752,NO DUNING
1.53783135,NO DUNING
1.320225064,NO DUNING
1.329074159,NO DUNING
1.335549351,NO DUNING
1.338898306,NO DUNING
1.333281385,NO DUNING
1.330907413,NO DUNING
1.330412517,NO DUNING
1.315599600,NO DUNING
1.331411484,NO DUNING
1.330480713,NO DUNING
1.331489738,NO DUNING
1.331500236,NO DUNING
1.330356280,NO DUNING
1.330809030,NO DUNING
7.2002918,NO DUNING
1.328041184,NO DUNING
1.319567487,NO DUNING
7.2088255.10.10.100001,NO DUNING
7.2088255.10.10.100000,NO DUNING
1.336536017,NO DUNING
1.334526160,NO DUNING
1.327486231,NO DUNING
1.322217041,NO DUNING
1.330308449,NO DUNING
1.330511472,NO DUNING
1.330495747,NO DUNING
1.329586916,NO DUNING
1.334791126,NO DUNING
1.333300092,NO DUNING
1.335286694,NO DUNING
1.322817323,NO DUNING
1.281900894,NO DUNING
1.333174508,NO DUNING
1.336859934,NO DUNING
1.336078555,NO DUNING
1.335170526,NO DUNING
1.332124068,NO DUNING
1.331342183,NO DUNING
1.337748239,NO DUNING
1.334450626,NO DUNING
1.334451411,NO DUNING
1.71511602,NO DUNING
1.83990140,NO DUNING
1.337677635,NO DUNING
1.324797438,NO DUNING
1.331476080,NO DUNING
1.335054228,NO DUNING
1.330916815,NO DUNING
1.330285016,NO DUNING
1.328400334,NO DUNING
1.336403639,NO DUNING
1.335260683,NO DUNING
1.328872854,NO DUNING
1.87149017,NO DUNING
1.338265575,NO DUNING
1.329069059,NO DUNING
1.87559683,NO DUNING
1.330046160,NO DUNING
1.321127302,NO DUNING
1.339077180,NO DUNING
1.332047942,NO DUNING
1.331147655,NO DUNING
1.330821950,NO DUNING
1.338919749,NO DUNING
1.329334971,NO DUNING
1.334673937,NO DUNING
1.340190047,NO DUNING
1.335082853,NO DUNING
1.333365709,NO DUNING
1.331550836,NO DUNING
1.331322538,NO DUNING
1.329513059,NO DUNING
1.331631130,NO DUNING
1.329503436,NO DUNING
1.80306577,NO DUNING
1.328294470,NO DUNING
1.336411680,NO DUNING
7.2038133,NO DUNING
1.338127567,NO DUNING
1.333446583,NO DUNING
1.330267902,NO DUNING
1.333586473,NO DUNING
1.73515475,NO DUNING
1.338726864,NO DUNING
1.334925517,NO DUNING
1.330724847,NO DUNING
1.333899940,NO DUNING
1.336515914,NO DUNING
1.335485658,NO DUNING
1.331238827,NO DUNING
1.337455773,NO DUNING
1.336405597,NO DUNING
1.330381333,NO DUNING
1.335164971,NO DUNING
1.335157395,NO DUNING
1.326789993,NO DUNING
1.338674948,NO DUNING
1.313235568,NO DUNING
1.333764325,NO DUNING
1.330246039,NO DUNING
1.332306158,NO DUNING
1.335837648,NO DUNING
1.329342866,NO DUNING
1.329344992,NO DUNING
1.332697658,NO DUNING
1.320147186,NO DUNING
1.332260677,NO DUNING
1.327826371,NO DUNING
1.325046054,NO DUNING
1.332804628,NO DUNING
1.330450929,NO DUNING
1.332059971,NO DUNING
1.333112361,NO DUNING
1.338631411,NO DUNING
1.319367391,NO DUNING
1.331887769,NO DUNING
1.330446915,NO DUNING
1.339022124,NO DUNING
1.330372057,NO DUNING
1.332856834,NO DUNING
1.328283121,NO DUNING
1.335289434,NO DUNING
1.330552688,NO DUNING
1.331715638,NO DUNING
1.330304236,NO DUNING
1.337209031,NO DUNING
1.333375783,NO DUNING
1.331482414,NO DUNING
1.339922990,NO DUNING
1.334446676,NO DUNING
1.334345443,NO DUNING
1.335156150,NO DUNING
1.337102041,NO DUNING
1.336117731,NO DUNING
1.322700642,NO DUNING
1.325753661,NO DUNING
1.329774507,NO DUNING
1.61510403,NO DUNING
1.333750595,NO DUNING
1.338633362,NO DUNING
1.330409429,NO DUNING
1.338395126,NO DUNING
1.315899981,NO DUNING
1.334490765,NO DUNING
1.329668856,NO DUNING
1.329276371,NO DUNING
1.338307632,NO DUNING
7.174034110,NO DUNING
1.332175772,NO DUNING
1.333370972,NO DUNING
1.336140490,NO DUNING
1.88434010,NO DUNING
1.327126862,NO DUNING
7.2021443,NO DUNING
1.317557421,NO DUNING
1.330250214,NO DUNING
1.336123109,NO DUNING
7.187759810,NO DUNING
7.1899907,NO DUNING
7.2022018,NO DUNING
7.2047339,NO DUNING
1.330122175,NO DUNING
1.331177311,NO DUNING
1.339655870,NO DUNING
1.336064374,NO DUNING
1.331174884,NO DUNING
1.331951066,NO DUNING
1.338517811,NO DUNING
1.335195508,NO DUNING
1.335194217,NO DUNING
1.335138766,NO DUNING
1.334923912,NO DUNING
1.336047897,NO DUNING
1.331623493,NO DUNING
1.326818817,NO DUNING
1.331096083,NO DUNING
1.335220357,NO DUNING
1.330978327,NO DUNING
1.329301119,NO DUNING
1.335202014,NO DUNING
1.333524679,NO DUNING
1.327976162,NO DUNING
1.334166095,NO DUNING
1.329274231,NO DUNING
1.337425893,NO DUNING
1.337425965,NO DUNING
1.334508002,NO DUNING
1.337618223,NO DUNING
1.334682714,NO DUNING
1.336265790,NO DUNING
7.206425910,NO DUNING
1.335344369,NO DUNING
1.330852472,NO DUNING
1.335984686,NO DUNING
1.336099671,NO DUNING
1.320430427,NO DUNING
1.312702848,NO DUNING
1.320891307,NO DUNING
1.331456849,NO DUNING
1.333739766,NO DUNING
1.330471798,NO DUNING
1.331955348,NO DUNING
1.69403958,NO DUNING
1.336039014,NO DUNING
1.330904923,NO DUNING
1.333428835,NO DUNING
1.333428751,NO DUNING
1.333457929,NO DUNING
1.323477266,NO DUNING
1.329795929,NO DUNING
1.340202100,NO DUNING
1.263531070,NO DUNING
1.330086953,NO DUNING
1.330288192,NO DUNING
1.329255142,NO DUNING
1.331592925,NO DUNING
1.331594441,NO DUNING
1.333723899,NO DUNING
1.334009618,NO DUNING
1.333897372,NO DUNING
1.332098409,NO DUNING
1.334758786,NO DUNING
1.336612653,NO DUNING
1.332786417,NO DUNING
1.332757445,NO DUNING
1.332756301,NO DUNING
1.339105246,NO DUNING
1.332916507,NO DUNING
1.329104636,NO DUNING
1.334980607,NO DUNING
1.325352212,NO DUNING
1.328953072,NO DUNING
1.316751188,NO DUNING
1.320809399,NO DUNING
1.332048502,NO DUNING
1.330737042,NO DUNING
1.330230571,NO DUNING
1.329535098,NO DUNING
1.336188414,NO DUNING
1.338681369,NO DUNING
1.316058906,NO DUNING
1.335534860,NO DUNING
1.330793231,NO DUNING
1.336331076,NO DUNING
1.336669160,NO DUNING
1.332075722,NO DUNING
1.330891387,NO DUNING
1.329557715,NO DUNING
1.331527382,NO DUNING
1.336060451,NO DUNING
1.337585126,NO DUNING
1.337263031,NO DUNING
1.276885515,NO DUNING
1.329312280,NO DUNING
1.331489306,NO DUNING
1.331229238,NO DUNING
1.336298443,NO DUNING
1.338125989,NO DUNING
1.337147326,NO DUNING
1.335173510,NO DUNING
1.49360565,NO DUNING
1.332230783,NO DUNING
1.329566885,NO DUNING
1.329705629,NO DUNING
1.331747786,NO DUNING
1.333315538,NO DUNING
1.330009138,NO DUNING
1.327783505,NO DUNING
1.338890008,NO DUNING
1.331624332,NO DUNING
1.326141196,NO DUNING
1.336194166,NO DUNING
1.336691100,NO DUNING
1.337310655,NO DUNING
1.337645712,NO DUNING
1.337110518,NO DUNING
1.316073890,NO DUNING
1.335850369,NO DUNING
1.263341452,NO DUNING
1.333112640,NO DUNING
1.334235958,NO DUNING
1.331953113,NO DUNING
1.331954139,NO DUNING
1.329701156,NO DUNING
1.329171067,NO DUNING
1.335320840,NO DUNING
1.336312464,NO DUNING
1.336938839,NO DUNING
1.334146390,NO DUNING
1.334444479,NO DUNING
1.329353532,NO DUNING
1.336244414,NO DUNING
1.333364438,NO DUNING
1.330395148,NO DUNING
1.324651152,NO DUNING
1.334040635,NO DUNING
1.329135457,NO DUNING
1.339134053,NO DUNING
1.334766678,NO DUNING
1.334766647,NO DUNING
1.337196974,NO DUNING
1.339152786,NO DUNING
7.2013611,NO DUNING
7.2038061,NO DUNING
1.322735382,NO DUNING
1.328136249,NO DUNING
1.338046026,NO DUNING
1.335067662,NO DUNING
1.337199640,NO DUNING
1.332877217,NO DUNING
7.1840564,NO DUNING
1.329535258,NO DUNING
1.325520891,NO DUNING
1.334271600,NO DUNING
1.333895923,NO DUNING
7.1974996,NO DUNING
1.332073986,NO DUNING
7.2008400,NO DUNING
1.330284175,NO DUNING
1.70585434,NO DUNING
1.331142531,NO DUNING
1.329378032,NO DUNING
1.332598393,NO DUNING
1.331175667,NO DUNING
1.326196851,NO DUNING
1.323626853,NO DUNING
1.331482908,NO DUNING
1.330854539,NO DUNING
1.328579180,NO DUNING
1.332364390,NO DUNING
1.330655500,NO DUNING
1.333787729,NO DUNING
1.337739269,NO DUNING
7.2072637,NO DUNING
1.331660869,NO DUNING
1.331691485,NO DUNING
1.331282692,NO DUNING
1.330372289,NO DUNING
1.335168773,NO DUNING
7.2079894,NO DUNING
1.331838396,NO DUNING
1.337590811,NO DUNING
1.49521597,NO DUNING
1.329997842,NO DUNING
1.339517780,NO DUNING
1.334762926,NO DUNING
1.332802764,NO DUNING
7.193029810,NO DUNING
1.337945106,NO DUNING
1.337422806,NO DUNING
1.337501851,NO DUNING
1.333973729,NO DUNING
1.330536533,NO DUNING
1.337769664,NO DUNING
1.333637896,NO DUNING
1.336096548,NO DUNING
1.42299617,NO DUNING
1.315541649,NO DUNING
1.331954711,NO DUNING
1.329097320,NO DUNING
1.331067906,NO DUNING
1.330316663,NO DUNING
1.329154794,NO DUNING
1.325369062,NO DUNING
1.340647713,NO DUNING
1.329739804,NO DUNING
1.333720810,NO DUNING
1.334931938,NO DUNING
1.338956826,NO DUNING
1.336420018,NO DUNING
1.332693364,NO DUNING
1.332684336,NO DUNING
1.335309420,NO DUNING
1.337894964,NO DUNING
1.333758324,NO DUNING
1.338449184,NO DUNING
1.338321105,NO DUNING
1.338595532,NO DUNING
1.330719932,NO DUNING
1.337745895,NO DUNING
1.335256590,NO DUNING
1.332628060,NO DUNING
1.329102451,NO DUNING
1.331793928,NO DUNING
1.337259064,NO DUNING
1.336115533,NO DUNING
1.332388014,NO DUNING
1.329469712,NO DUNING
7.205151010,NO DUNING
1.336909447,NO DUNING
1.329922415,NO DUNING
1.330765682,NO DUNING
1.335704760,NO DUNING
1.334800297,NO DUNING
1.336498094,NO DUNING
1.330317387,NO DUNING
1.333736703,NO DUNING
1.318311105,NO DUNING
1.334513954,NO DUNING
1.329937264,NO DUNING
1.335361886,NO DUNING
1.334047033,NO DUNING
1.333772370,NO DUNING
1.331802424,NO DUNING
1.334649713,NO DUNING
1.334015110,NO DUNING
1.317069239,NO DUNING
1.332975582,NO DUNING
1.333405888,NO DUNING
1.329848728,NO DUNING
1.335742799,NO DUNING
1.330913833,NO DUNING
1.331733417,NO DUNING
7.2070204,NO DUNING
1.329554377,NO DUNING
1.337423515,NO DUNING
1.330461846,NO DUNING
7.2051505,NO DUNING
1.336705533,NO DUNING
1.338813616,NO DUNING
1.336448489,NO DUNING
1.334387950,NO DUNING
1.337846623,NO DUNING
1.335739291,NO DUNING
1.330651190,NO DUNING
1.330421400,NO DUNING
1.335442572,NO DUNING
1.331918187,NO DUNING
1.332612581,NO DUNING
1.329946485,NO DUNING
1.334860307,NO DUNING
1.340317155,NO DUNING
1.333261304,NO DUNING
1.333486273,NO DUNING
1.327961364,NO DUNING
1.329775300,NO DUNING
1.338983603,NO DUNING
1.332814119,NO DUNING
1.336787568,NO DUNING
1.337464542,NO DUNING
1.332377977,NO DUNING
1.332151298,NO DUNING
1.334900189,NO DUNING
1.330853253,NO DUNING
1.330631734,NO DUNING
1.338070802,NO DUNING
1.330665895,NO DUNING
1.334139413,NO DUNING
1.310225599,NO DUNING
1.332010334,NO DUNING
1.338536097,NO DUNING
1.322083136,NO DUNING
1.339546664,NO DUNING
1.329824495,NO DUNING
1.333512627,NO DUNING
1.333712602,NO DUNING
1.334760413,NO DUNING
1.340276407,NO DUNING
1.335551638,NO DUNING
1.335184072,NO DUNING
1.334334386,NO DUNING
1.330460889,NO DUNING
1.329595267,NO DUNING
1.334256289,NO DUNING
1.336401764,NO DUNING
1.329015643,NO DUNING
1.334042923,NO DUNING
1.332785449,NO DUNING
1.333754216,NO DUNING
1.332184867,NO DUNING
1.338777826,NO DUNING
1.335376088,NO DUNING
1.339151562,NO DUNING
1.331937709,NO DUNING
1.314567060,NO DUNING
1.331635256,NO DUNING
1.331606254,NO DUNING
1.337976182,NO DUNING
1.330217273,NO DUNING
1.336510270,NO DUNING
1.330117851,NO DUNING
1.334160216,NO DUNING
1.331011488,NO DUNING
1.329576764,NO DUNING
1.338056613,NO DUNING
1.333767105,NO DUNING
1.337413183,NO DUNING
1.326077118,NO DUNING
1.337058162,NO DUNING
1.332449084,NO DUNING
1.313323383,NO DUNING
1.336628271,NO DUNING
1.333056309,NO DUNING
1.337547768,NO DUNING
1.339421502,NO DUNING
1.337560878,NO DUNING
1.337561506,NO DUNING
1.326218101,NO DUNING
7.1670718,NO DUNING
1.329994489,NO DUNING
1.282989925,NO DUNING
1.335909292,NO DUNING
1.262772631,NO DUNING
1.334891274,NO DUNING
1.332277305,NO DUNING
1.339072454,NO DUNING
1.330605292,NO DUNING
1.339548078,NO DUNING
1.331825321,NO DUNING
1.332133558,NO DUNING
1.335117925,NO DUNING
1.338212817,NO DUNING
1.314939914,NO DUNING
1.328471828,NO DUNING
1.330881275,NO DUNING
1.339939741,NO DUNING
1.328681591,NO DUNING
1.54426615,NO DUNING
1.329606201,NO DUNING
1.337214220,NO DUNING
1.336912178,NO DUNING
1.338626409,NO DUNING
1.330810014,NO DUNING
1.333137001,NO DUNING
1.332614670,NO DUNING
1.328521510,NO DUNING
1.331110848,NO DUNING
1.333088056,NO DUNING
1.333087691,NO DUNING
1.333535093,NO DUNING
1.321506767,NO DUNING
1.333029020,NO DUNING
1.313595226,NO DUNING
1.318728001,NO DUNING
1.335852122,NO DUNING
1.331210605,NO DUNING
1.337609695,NO DUNING
1.332908479,NO DUNING
1.332909547,NO DUNING
1.330531102,NO DUNING
1.10342858,NO DUNING
1.331643936,NO DUNING
1.330542364,NO DUNING
1.330516506,NO DUNING
1.330517418,NO DUNING
1.329174627,NO DUNING
1.329174040,NO DUNING
1.329171913,NO DUNING
1.337609695,NO DUNING
1.332424596,NO DUNING
1.334689182,NO DUNING
1.320921622,NO DUNING
1.316897390,NO DUNING
1.339493428,NO DUNING
1.338963781,NO DUNING
1.332210248,NO DUNING
1.331967735,NO DUNING
1.333765009,NO DUNING
7.2027951,NO DUNING
1.337692702,NO DUNING
1.331256865,NO DUNING
1.78132086,NO DUNING
1.334517344,NO DUNING
1.330197003,NO DUNING
